Date,Close
2020-03-06,70.14151763916016
2020-03-09,64.5938720703125
2020-03-10,69.24602508544922
2020-03-11,66.8410873413086
2020-03-12,60.24020767211914
2020-03-13,67.45748901367188
2020-03-16,58.77928924560547
2020-03-17,61.36381912231445
2020-03-18,59.86163330078125
2020-03-19,59.40297317504883
2020-03-20,55.63174057006836
2020-03-23,54.449893951416016
2020-03-24,59.912593841552734
2020-03-25,59.58256149291992
2020-03-26,62.71797180175781
2020-03-27,60.121307373046875
2020-03-30,61.8370475769043
2020-03-31,61.71084976196289
2020-04-01,58.46380615234375
2020-04-02,59.43937301635742
2020-04-03,58.58514404296875
2020-04-06,63.69596862792969
2020-04-07,62.958213806152344
2020-04-08,64.56961059570312
2020-04-09,65.03556823730469
2020-04-13,66.31204223632812
2020-04-14,69.66100311279297
2020-04-15,69.02519989013672
2020-04-16,69.57364654541016
2020-04-17,68.62962341308594
2020-04-20,67.2051010131836
2020-04-21,65.1277847290039
2020-04-22,67.0036849975586
2020-04-23,66.74401092529297
2020-04-24,68.67086029052734
2020-04-27,68.71943664550781
2020-04-28,67.60553741455078
2020-04-29,69.8260498046875
2020-04-30,71.2990951538086
2020-05-01,70.15121459960938
2020-05-04,71.14378356933594
2020-05-05,72.21156311035156
2020-05-06,72.95659637451172
2020-05-07,73.71133422851562
2020-05-08,75.46578979492188
2020-05-11,76.65326690673828
2020-05-12,75.7772445678711
2020-05-13,74.8623046875
2020-05-14,75.32221984863281
2020-05-15,74.87691497802734
2020-05-18,76.6410903930664
2020-05-19,76.1982192993164
2020-05-20,77.6801528930664
2020-05-21,77.10101318359375
2020-05-22,77.597412109375
2020-05-26,77.07178497314453
2020-05-27,77.40758514404297
2020-05-28,77.4416732788086
2020-05-29,77.36624145507812
2020-06-01,78.31766510009766
2020-06-02,78.68025207519531
2020-06-03,79.1133804321289
2020-06-04,78.43204498291016
2020-06-05,80.6658706665039
2020-06-08,81.14281463623047
2020-06-09,83.70513153076172
2020-06-10,85.85865783691406
2020-06-11,81.73655700683594
2020-06-12,82.44222259521484
2020-06-15,83.4617919921875
2020-06-16,85.67371368408203
2020-06-17,85.55449676513672
2020-06-18,85.58857727050781
2020-06-19,85.09944915771484
2020-06-22,87.32598114013672
2020-06-23,89.1899185180664
2020-06-24,87.61553955078125
2020-06-25,88.77867889404297
2020-06-26,86.05088806152344
2020-06-29,88.03408813476562
2020-06-30,88.76896667480469
2020-07-01,88.6010513305664
2020-07-02,88.6010513305664
2020-07-06,90.97115325927734
2020-07-07,90.6888656616211
2020-07-08,92.80103302001953
2020-07-09,93.20010375976562
2020-07-10,93.36314392089844
2020-07-13,92.93242645263672
2020-07-14,94.4703140258789
2020-07-15,95.12001037597656
2020-07-16,93.94959259033203
2020-07-17,93.75978088378906
2020-07-20,95.73565673828125
2020-07-21,94.41434478759766
2020-07-22,94.6795883178711
2020-07-23,90.37010192871094
2020-07-24,90.14622497558594
2020-07-27,92.28272247314453
2020-07-28,90.7667236328125
2020-07-29,92.5066146850586
2020-07-30,93.62594604492188
2020-07-31,103.42750549316406
2020-08-03,106.03364562988281
2020-08-04,106.74175262451172
2020-08-05,107.128662109375
2020-08-06,110.86627960205078
2020-08-07,108.34565734863281
2020-08-10,109.92044830322266
2020-08-11,106.65142059326172
2020-08-12,110.19591522216797
2020-08-13,112.14610290527344
2020-08-14,112.0461654663086
2020-08-17,111.75363159179688
2020-08-18,112.68484497070312
2020-08-19,112.82622528076172
2020-08-20,115.32980346679688
2020-08-21,121.27304077148438
2020-08-24,122.7234878540039
2020-08-25,121.71670532226562
2020-08-26,123.37194061279297
2020-08-27,121.8970947265625
2020-08-28,121.69963836669922
2020-08-31,125.82674407958984
2020-09-01,130.83872985839844
2020-09-02,128.12794494628906
2020-09-03,117.86994171142578
2020-09-04,117.94792938232422
2020-09-08,110.01065063476562
2020-09-09,114.3985824584961
2020-09-10,110.66395568847656
2020-09-11,109.21105194091797
2020-09-14,112.48739624023438
2020-09-15,112.66290283203125
2020-09-16,109.33782958984375
2020-09-17,107.5923843383789
2020-09-18,104.17955017089844
2020-09-21,107.33888244628906
2020-09-22,109.02577209472656
2020-09-23,104.45257568359375
2020-09-24,105.52519226074219
2020-09-25,109.48408508300781
2020-09-28,112.09734344482422
2020-09-29,111.24900817871094
2020-09-30,112.92617797851562
2020-10-01,113.88177490234375
2020-10-02,110.20565795898438
2020-10-05,113.5990219116211
2020-10-06,110.34217834472656
2020-10-07,112.21437072753906
2020-10-08,112.10710906982422
2020-10-09,114.05730438232422
2020-10-12,121.30228424072266
2020-10-13,118.0844497680664
2020-10-14,118.17220306396484
2020-10-15,117.70414733886719
2020-10-16,116.0562515258789
2020-10-19,113.09197235107422
2020-10-20,114.58386993408203
2020-10-21,113.95980834960938
2020-10-22,112.86769104003906
2020-10-23,112.17536163330078
2020-10-26,112.18512725830078
2020-10-27,113.69650268554688
2020-10-28,108.43098449707031
2020-10-29,112.44837188720703
2020-10-30,106.14925384521484
2020-11-02,106.06147003173828
2020-11-03,107.68991088867188
2020-11-04,112.08759307861328
2020-11-05,116.0660171508789
2020-11-06,115.93414306640625
2020-11-09,113.61917877197266
2020-11-10,113.27731323242188
2020-11-11,116.715576171875
2020-11-12,116.44207000732422
2020-11-13,116.49091339111328
2020-11-16,117.50674438476562
2020-11-17,116.61788177490234
2020-11-18,115.28946685791016
2020-11-19,115.88529968261719
2020-11-20,114.61549377441406
2020-11-23,111.20652770996094
2020-11-24,112.4958724975586
2020-11-25,113.33589935302734
2020-11-27,113.88289642333984
2020-11-30,116.28579711914062
2020-12-01,119.87056732177734
2020-12-02,120.22220611572266
2020-12-03,120.08546447753906
2020-12-04,119.41148376464844
2020-12-07,120.87667083740234
2020-12-08,121.49201202392578
2020-12-09,118.95240783691406
2020-12-10,120.37849426269531
2020-12-11,119.56777954101562
2020-12-14,118.95240783691406
2020-12-15,124.91075134277344
2020-12-16,124.84237670898438
2020-12-17,125.71171569824219
2020-12-18,123.71910095214844
2020-12-21,125.25262451171875
2020-12-22,128.81788635253906
2020-12-23,127.91924285888672
2020-12-24,128.90579223632812
2020-12-28,133.51622009277344
2020-12-29,131.7384796142578
2020-12-30,130.6151580810547
2020-12-31,129.6090850830078
2021-01-04,126.40522766113281
2021-01-05,127.96807861328125
2021-01-06,123.66047668457031
2021-01-07,127.88016510009766
2021-01-08,128.9839324951172
2021-01-11,125.98521423339844
2021-01-12,125.80938720703125
2021-01-13,127.85090637207031
2021-01-14,125.91683197021484
2021-01-15,124.18793487548828
2021-01-19,124.86190795898438
2021-01-20,128.9644012451172
2021-01-21,133.69203186035156
2021-01-22,135.8409423828125
2021-01-25,139.60153198242188
2021-01-26,139.83596801757812
2021-01-27,138.76153564453125
2021-01-28,133.9069061279297
2021-01-29,128.89605712890625
2021-02-01,131.02540588378906
