id1,id2,station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth,valid_ET,Day Of Week ET,sunrise,sunset,daylight
3851,8630,JYO,2023-12-31 13:35:00+00:00,39.2,32.0,75.16,0.0,0.0,0.0,30.05,,10.0,,OVC,,,,4200.0,,,,,,,,,,,39.2,KJYO 311335Z AUTO 00000KT 10SM OVC042 04/00 A3005 RMK AO2,,2023-12-31 08:35:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3852,8631,JYO,2023-12-31 13:55:00+00:00,41.0,32.0,70.08,0.0,0.0,0.0,30.05,,10.0,,OVC,,,,4200.0,,,,,,,,,,,41.0,KJYO 311355Z AUTO 00000KT 10SM OVC042 05/00 A3005 RMK AO2,,2023-12-31 08:55:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3853,8632,JYO,2023-12-31 14:15:00+00:00,41.0,32.0,70.08,220.0,4.0,0.0,30.06,,10.0,,OVC,,,,4200.0,,,,,,,,,,,37.93,KJYO 311415Z AUTO 22004KT 10SM OVC042 05/00 A3006 RMK AO2,,2023-12-31 09:15:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3854,8633,JYO,2023-12-31 14:35:00+00:00,41.0,32.0,70.08,180.0,4.0,0.0,30.06,,10.0,,OVC,,,,4200.0,,,,,,,,,,,37.93,KJYO 311435Z AUTO 18004KT 10SM OVC042 05/00 A3006 RMK AO2,,2023-12-31 09:35:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3855,8634,JYO,2023-12-31 14:55:00+00:00,42.8,32.0,65.38,220.0,5.0,0.0,30.06,,10.0,,OVC,,,,4200.0,,,,,,,,,,,39.22,KJYO 311455Z AUTO 22005KT 10SM OVC042 06/00 A3006 RMK AO2,,2023-12-31 09:55:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3856,8635,JYO,2023-12-31 15:15:00+00:00,42.8,32.0,65.38,250.0,4.0,0.0,30.07,,10.0,,OVC,,,,4200.0,,,,,,,,,,,40.03,KJYO 311515Z AUTO 25004KT 10SM OVC042 06/00 A3007 RMK AO2,,2023-12-31 10:15:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3857,8636,JYO,2023-12-31 15:35:00+00:00,42.8,32.0,65.38,240.0,3.0,0.0,30.06,,10.0,,OVC,,,,4200.0,,,,,,,,,,,41.03,KJYO 311535Z AUTO 24003KT 10SM OVC042 06/00 A3006 RMK AO2,,2023-12-31 10:35:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3858,8637,JYO,2023-12-31 15:55:00+00:00,44.6,32.0,61.03,260.0,6.0,0.0,30.06,,10.0,,OVC,,,,4200.0,,,,,,,,,,,40.71,KJYO 311555Z AUTO 26006KT 10SM OVC042 07/00 A3006 RMK AO2,,2023-12-31 10:55:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3859,8638,JYO,2023-12-31 16:15:00+00:00,46.4,32.0,57.0,260.0,9.0,0.0,30.05,,10.0,,BKN,,,,4200.0,,,,,,,,,,,41.42,KJYO 311615Z AUTO 26009KT 10SM BKN042 08/00 A3005 RMK AO2,,2023-12-31 11:15:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3860,8639,JYO,2023-12-31 16:35:00+00:00,46.4,32.0,57.0,260.0,7.0,0.0,30.05,,10.0,,BKN,,,,4200.0,,,,,,,,,,,42.33,KJYO 311635Z AUTO 26007KT 10SM BKN042 08/00 A3005 RMK AO2,,2023-12-31 11:35:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3861,8640,JYO,2023-12-31 16:55:00+00:00,46.4,32.0,57.0,240.0,5.0,0.0,30.04,,10.0,,BKN,,,,4400.0,,,,,,,,,,,43.5,KJYO 311655Z AUTO 24005KT 10SM BKN044 08/00 A3004 RMK AO2,,2023-12-31 11:55:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3862,8641,JYO,2023-12-31 17:15:00+00:00,48.2,32.0,53.27,250.0,7.0,0.0,30.04,,10.0,,BKN,OVC,,,4400.0,11000.0,,,,,,,,,,44.53,KJYO 311715Z AUTO 25007KT 10SM BKN044 OVC110 09/00 A3004 RMK AO2,,2023-12-31 12:15:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3863,8642,JYO,2023-12-31 17:35:00+00:00,46.4,32.0,57.0,300.0,5.0,0.0,30.02,,10.0,,SCT,BKN,,,4400.0,10000.0,,,,,,,,,,43.5,KJYO 311735Z AUTO 30005KT 10SM SCT044 BKN100 08/00 A3002 RMK AO2,,2023-12-31 12:35:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3864,8643,JYO,2023-12-31 17:55:00+00:00,46.4,32.0,57.0,0.0,0.0,0.0,30.01,,10.0,,BKN,,,,11000.0,,,,,,,,,,,46.4,KJYO 311755Z AUTO 00000KT 10SM BKN110 08/00 A3001 RMK AO2,,2023-12-31 12:55:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3865,8644,JYO,2023-12-31 18:15:00+00:00,48.2,32.0,53.27,230.0,8.0,0.0,30.0,,10.0,,BKN,,,,11000.0,,,,,,,,,,,44.07,KJYO 311815Z AUTO 23008KT 10SM BKN110 09/00 A3000 RMK AO2,,2023-12-31 13:15:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3866,8645,JYO,2023-12-31 18:35:00+00:00,50.0,32.0,49.81,220.0,8.0,0.0,30.0,,10.0,,BKN,,,,10000.0,,,,,,,,,,,50.0,KJYO 311835Z AUTO 22008KT 10SM BKN100 10/00 A3000 RMK AO2,,2023-12-31 13:35:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3867,8646,JYO,2023-12-31 18:55:00+00:00,48.2,32.0,53.27,230.0,5.0,0.0,30.0,,10.0,,OVC,,,,11000.0,,,,,,,,,,,45.63,KJYO 311855Z AUTO 23005KT 10SM OVC110 09/00 A3000 RMK AO2,,2023-12-31 13:55:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3868,8647,JYO,2023-12-31 19:15:00+00:00,50.0,32.0,49.81,210.0,6.0,0.0,29.98,,10.0,,SCT,,,,10000.0,,,,,,,,,,,50.0,KJYO 311915Z AUTO 21006KT 10SM SCT100 10/00 A2998 RMK AO2,,2023-12-31 14:15:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3869,8648,JYO,2023-12-31 19:35:00+00:00,48.2,32.0,53.27,260.0,3.0,0.0,29.99,,10.0,,SCT,,,,10000.0,,,,,,,,,,,47.21,KJYO 311935Z AUTO 26003KT 10SM SCT100 09/00 A2999 RMK AO2,,2023-12-31 14:35:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3870,8649,JYO,2023-12-31 19:55:00+00:00,48.2,32.0,53.27,230.0,5.0,0.0,30.0,,10.0,,CLR,,,,,,,,,,,,,,,45.63,KJYO 311955Z AUTO 23005KT 10SM CLR 09/00 A3000 RMK AO2,,2023-12-31 14:55:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3871,8650,JYO,2023-12-31 20:15:00+00:00,48.2,32.0,53.27,260.0,5.0,0.0,29.99,,10.0,,CLR,,,,,,,,,,,,,,,45.63,KJYO 312015Z AUTO 26005KT 10SM CLR 09/00 A2999 RMK AO2,,2023-12-31 15:15:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3872,8651,JYO,2023-12-31 20:35:00+00:00,46.4,32.0,57.0,220.0,4.0,0.0,29.99,,10.0,,CLR,,,,,,,,,,,,,,,44.24,KJYO 312035Z AUTO 22004KT 10SM CLR 08/00 A2999 RMK AO2,,2023-12-31 15:35:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3873,8652,JYO,2023-12-31 20:55:00+00:00,48.2,32.0,53.27,0.0,0.0,0.0,29.99,,10.0,,BKN,,,,12000.0,,,,,,,,,,,48.2,KJYO 312055Z AUTO 00000KT 10SM BKN120 09/00 A2999 RMK AO2,,2023-12-31 15:55:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3874,8653,JYO,2023-12-31 21:15:00+00:00,46.4,32.0,57.0,240.0,3.0,0.0,30.0,,10.0,,BKN,,,,11000.0,,,,,,,,,,,45.15,KJYO 312115Z AUTO 24003KT 10SM BKN110 08/00 A3000 RMK AO2,,2023-12-31 16:15:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3875,8654,JYO,2023-12-31 21:35:00+00:00,46.4,32.0,57.0,240.0,3.0,0.0,30.0,,10.0,,SCT,SCT,,,10000.0,12000.0,,,,,,,,,,45.15,KJYO 312135Z AUTO 24003KT 10SM SCT100 SCT120 08/00 A3000 RMK AO2,,2023-12-31 16:35:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3876,8655,JYO,2023-12-31 21:55:00+00:00,46.4,32.0,57.0,210.0,4.0,0.0,30.0,,10.0,,SCT,,,,12000.0,,,,,,,,,,,44.24,KJYO 312155Z AUTO 21004KT 10SM SCT120 08/00 A3000 RMK AO2,,2023-12-31 16:55:00-05:00,6,2023-12-31 12:26:51.425208+00:00,2023-12-31 21:55:28.296200+00:00,True
3877,8699,JYO,2024-01-01 12:35:00+00:00,37.4,37.4,100.0,0.0,0.0,0.0,30.03,,10.0,,OVC,,,,5000.0,,,,,,,,,,,37.4,KJYO 011235Z AUTO 00000KT 10SM OVC050 03/03 A3003 RMK AO2,,2024-01-01 07:35:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3878,8700,JYO,2024-01-01 12:55:00+00:00,37.4,37.4,100.0,0.0,0.0,0.0,30.03,,10.0,,OVC,,,,5000.0,,,,,,,,,,,37.4,KJYO 011255Z AUTO 00000KT 10SM OVC050 03/03 A3003 RMK AO2,,2024-01-01 07:55:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3879,8701,JYO,2024-01-01 13:15:00+00:00,37.4,37.4,100.0,0.0,0.0,0.0,30.04,,10.0,,OVC,,,,5000.0,,,,,,,,,,,37.4,KJYO 011315Z AUTO 00000KT 10SM OVC050 03/03 A3004 RMK AO2,,2024-01-01 08:15:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3880,8702,JYO,2024-01-01 13:35:00+00:00,37.4,37.4,100.0,350.0,5.0,0.0,30.04,,10.0,,SCT,BKN,OVC,,5000.0,6000.0,8000.0,,,,,,,,,32.81,KJYO 011335Z AUTO 35005KT 10SM SCT050 BKN060 OVC080 03/03 A3004 RMK AO2,,2024-01-01 08:35:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3881,8703,JYO,2024-01-01 13:55:00+00:00,39.2,39.2,100.0,20.0,3.0,0.0,30.05,,10.0,,BKN,OVC,,,7000.0,8000.0,,,,,,,,,,36.92,KJYO 011355Z AUTO 02003KT 10SM BKN070 OVC080 04/04 A3005 RMK AO2,,2024-01-01 08:55:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3882,8704,JYO,2024-01-01 14:15:00+00:00,41.0,39.2,93.24,10.0,4.0,0.0,30.05,,10.0,,OVC,,,,8000.0,,,,,,,,,,,37.93,KJYO 011415Z AUTO 01004KT 10SM OVC080 05/04 A3005 RMK AO2,,2024-01-01 09:15:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3883,8705,JYO,2024-01-01 14:35:00+00:00,41.0,35.6,80.93,330.0,11.0,0.0,30.06,,10.0,14.0,SCT,OVC,,,7000.0,8000.0,,,,,,,,,,33.84,KJYO 011435Z AUTO 33011G14KT 10SM SCT070 OVC080 05/02 A3006 RMK AO2,,2024-01-01 09:35:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3884,8706,JYO,2024-01-01 14:55:00+00:00,41.0,33.8,75.33,340.0,11.0,0.0,30.07,,10.0,16.0,SCT,BKN,OVC,,5000.0,7000.0,7500.0,,,,,,,,,33.84,KJYO 011455Z AUTO 34011G16KT 10SM SCT050 BKN070 OVC075 05/01 A3007 RMK AO2,,2024-01-01 09:55:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3885,8707,JYO,2024-01-01 15:15:00+00:00,41.0,32.0,70.08,330.0,9.0,0.0,30.08,,10.0,,SCT,BKN,OVC,,5000.0,6500.0,7500.0,,,,,,,,,34.7,KJYO 011515Z AUTO 33009KT 10SM SCT050 BKN065 OVC075 05/00 A3008 RMK AO2,,2024-01-01 10:15:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3886,8708,JYO,2024-01-01 15:35:00+00:00,41.0,32.0,70.08,300.0,11.0,0.0,30.08,,10.0,17.0,BKN,OVC,,,5000.0,6500.0,,,,,,,,,,33.84,KJYO 011535Z AUTO 30011G17KT 10SM BKN050 OVC065 05/00 A3008 RMK AO2,,2024-01-01 10:35:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3887,8709,JYO,2024-01-01 15:55:00+00:00,41.0,30.2,65.16,300.0,10.0,0.0,30.08,,10.0,17.0,OVC,,,,5000.0,,,,,,,,,,,34.25,KJYO 011555Z AUTO 30010G17KT 10SM OVC050 05/M01 A3008 RMK AO2,,2024-01-01 10:55:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3888,8710,JYO,2024-01-01 16:15:00+00:00,41.0,30.2,65.16,330.0,6.0,0.0,30.08,,10.0,,OVC,,,,6000.0,,,,,,,,,,,36.37,KJYO 011615Z AUTO 33006KT 10SM OVC060 05/M01 A3008 RMK AO2,,2024-01-01 11:15:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3889,8711,JYO,2024-01-01 16:35:00+00:00,41.0,30.2,65.16,330.0,9.0,0.0,30.08,,10.0,16.0,OVC,,,,6000.0,,,,,,,,,,,34.7,KJYO 011635Z AUTO 33009G16KT 10SM OVC060 05/M01 A3008 RMK AO2,,2024-01-01 11:35:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3890,8712,JYO,2024-01-01 16:55:00+00:00,39.2,30.2,69.88,320.0,9.0,0.0,30.08,,10.0,15.0,OVC,,,,6000.0,,,,,,,,,,,32.47,KJYO 011655Z AUTO 32009G15KT 10SM OVC060 04/M01 A3008 RMK AO2,,2024-01-01 11:55:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3891,8713,JYO,2024-01-01 17:15:00+00:00,39.2,32.0,75.16,320.0,8.0,0.0,30.08,,10.0,14.0,OVC,,,,5000.0,,,,,,,,,,,32.98,KJYO 011715Z AUTO 32008G14KT 10SM OVC050 04/00 A3008 RMK AO2,,2024-01-01 12:15:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3892,8714,JYO,2024-01-01 17:35:00+00:00,39.2,32.0,75.16,320.0,8.0,0.0,30.07,,10.0,14.0,OVC,,,,5000.0,,,,,,,,,,,32.98,KJYO 011735Z AUTO 32008G14KT 10SM OVC050 04/00 A3007 RMK AO2,,2024-01-01 12:35:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3893,8715,JYO,2024-01-01 17:55:00+00:00,37.4,32.0,80.65,310.0,7.0,0.0,30.07,,10.0,,OVC,,,,5000.0,,,,-RA,,,,,,,31.36,KJYO 011755Z AUTO 31007KT 10SM -RA OVC050 03/00 A3007 RMK AO2,,2024-01-01 12:55:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3894,8716,JYO,2024-01-01 18:15:00+00:00,37.4,33.8,86.69,320.0,8.0,0.0,30.06,,10.0,,SCT,OVC,,,4800.0,5000.0,,,-RA,,,,,,,30.76,KJYO 011815Z AUTO 32008KT 10SM -RA SCT048 OVC050 03/01 A3006 RMK AO2,,2024-01-01 13:15:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3895,8717,JYO,2024-01-01 18:35:00+00:00,37.4,33.8,86.69,330.0,9.0,0.0,30.06,,10.0,,SCT,OVC,,,4800.0,5000.0,,,-RA,,,,,,,30.23,KJYO 011835Z AUTO 33009KT 10SM -RA SCT048 OVC050 03/01 A3006 RMK AO2,,2024-01-01 13:35:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3896,8718,JYO,2024-01-01 18:55:00+00:00,37.4,33.8,86.69,320.0,8.0,0.0,30.07,,10.0,,SCT,OVC,,,4800.0,5000.0,,,-RA,,,,,,,30.76,KJYO 011855Z AUTO 32008KT 10SM -RA SCT048 OVC050 03/01 A3007 RMK AO2,,2024-01-01 13:55:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3897,8719,JYO,2024-01-01 19:15:00+00:00,37.4,35.6,93.14,320.0,6.0,0.0,30.07,,10.0,,SCT,OVC,,,4800.0,5000.0,,,-RA,,,,,,,32.03,KJYO 011915Z AUTO 32006KT 10SM -RA SCT048 OVC050 03/02 A3007 RMK AO2,,2024-01-01 14:15:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3898,8720,JYO,2024-01-01 19:35:00+00:00,35.6,35.6,100.0,310.0,5.0,0.0,30.07,,10.0,,BKN,OVC,,,4600.0,5000.0,,,-RA,,,,,,,30.67,KJYO 011935Z AUTO 31005KT 10SM -RA BKN046 OVC050 02/02 A3007 RMK AO2,,2024-01-01 14:35:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3899,8721,JYO,2024-01-01 19:55:00+00:00,35.6,35.6,100.0,310.0,5.0,0.0,30.07,,10.0,,OVC,,,,4600.0,,,,-RA,,,,,,,30.67,KJYO 011955Z AUTO 31005KT 10SM -RA OVC046 02/02 A3007 RMK AO2,,2024-01-01 14:55:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3900,8722,JYO,2024-01-01 20:15:00+00:00,35.6,35.6,100.0,320.0,6.0,0.0,30.08,,10.0,,OVC,,,,4600.0,,,,-RA,,,,,,,29.87,KJYO 012015Z AUTO 32006KT 10SM -RA OVC046 02/02 A3008 RMK AO2,,2024-01-01 15:15:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3901,8723,JYO,2024-01-01 20:35:00+00:00,35.6,35.6,100.0,330.0,6.0,0.0,30.08,,10.0,,OVC,,,,5000.0,,,,-RA,,,,,,,29.87,KJYO 012035Z AUTO 33006KT 10SM -RA OVC050 02/02 A3008 RMK AO2,,2024-01-01 15:35:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3902,8724,JYO,2024-01-01 20:55:00+00:00,37.4,37.4,100.0,310.0,5.0,0.0,30.08,,10.0,,SCT,OVC,,,5000.0,7000.0,,,,,,,,,,32.81,KJYO 012055Z AUTO 31005KT 10SM SCT050 OVC070 03/03 A3008 RMK AO2,,2024-01-01 15:55:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3903,8725,JYO,2024-01-01 21:15:00+00:00,37.4,37.4,100.0,320.0,6.0,0.0,30.09,,10.0,,SCT,SCT,OVC,,5000.0,7000.0,7500.0,,,,,,,,,32.03,KJYO 012115Z AUTO 32006KT 10SM SCT050 SCT070 OVC075 03/03 A3009 RMK AO2,,2024-01-01 16:15:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3904,8726,JYO,2024-01-01 21:35:00+00:00,37.4,37.4,100.0,320.0,4.0,0.0,30.1,,10.0,,SCT,BKN,OVC,,2100.0,3300.0,7000.0,,,,,,,,,33.73,KJYO 012135Z AUTO 32004KT 10SM SCT021 BKN033 OVC070 03/03 A3010 RMK AO2,,2024-01-01 16:35:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3905,8727,JYO,2024-01-01 21:55:00+00:00,37.4,37.4,100.0,320.0,5.0,0.0,30.1,,10.0,,SCT,OVC,,,3100.0,3700.0,,,,,,,,,,32.81,KJYO 012155Z AUTO 32005KT 10SM SCT031 OVC037 03/03 A3010 RMK AO2,,2024-01-01 16:55:00-05:00,0,2024-01-01 12:27:01.434033+00:00,2024-01-01 21:56:15.841137+00:00,True
3906,8771,JYO,2024-01-02 12:35:00+00:00,35.6,30.2,80.51,340.0,10.0,0.0,30.19,,10.0,17.0,OVC,,,,3300.0,,,,,,,,,,,27.48,KJYO 021235Z AUTO 34010G17KT 10SM OVC033 02/M01 A3019 RMK AO2 LTG DSNT SE,,2024-01-02 07:35:00-05:00,1,2024-01-02 12:27:09.336425+00:00,2024-01-02 21:57:04.868334+00:00,True
3907,8772,JYO,2024-01-02 12:55:00+00:00,35.6,30.2,80.51,350.0,8.0,0.0,30.19,,10.0,,OVC,,,,3300.0,,,,,,,,,,,28.55,KJYO 021255Z AUTO 35008KT 10SM OVC033 02/M01 A3019 RMK AO2,,2024-01-02 07:55:00-05:00,1,2024-01-02 12:27:09.336425+00:00,2024-01-02 21:57:04.868334+00:00,True
3908,8773,JYO,2024-01-02 13:15:00+00:00,35.6,30.2,80.51,320.0,12.0,0.0,30.2,,10.0,,OVC,,,,3300.0,,,,,,,,,,,26.58,KJYO 021315Z AUTO 32012KT 10SM OVC033 02/M01 A3020 RMK AO2,,2024-01-02 08:15:00-05:00,1,2024-01-02 12:27:09.336425+00:00,2024-01-02 21:57:04.868334+00:00,True
3909,8774,JYO,2024-01-02 13:35:00+00:00,35.6,30.2,80.51,330.0,10.0,0.0,30.2,,10.0,,OVC,,,,3100.0,,,,,,,,,,,27.48,KJYO 021335Z AUTO 33010KT 10SM OVC031 02/M01 A3020 RMK AO2,,2024-01-02 08:35:00-05:00,1,2024-01-02 12:27:09.336425+00:00,2024-01-02 21:57:04.868334+00:00,True
3910,8775,JYO,2024-01-02 13:55:00+00:00,35.6,30.2,80.51,320.0,10.0,0.0,30.21,,10.0,16.0,OVC,,,,3100.0,,,,,,,,,,,27.48,KJYO 021355Z AUTO 32010G16KT 10SM OVC031 02/M01 A3021 RMK AO2,,2024-01-02 08:55:00-05:00,1,2024-01-02 12:27:09.336425+00:00,2024-01-02 21:57:04.868334+00:00,True
3911,8776,JYO,2024-01-02 14:15:00+00:00,35.6,28.4,74.8,330.0,12.0,0.0,30.21,,10.0,17.0,OVC,,,,3300.0,,,,,,,,,,,26.58,KJYO 021415Z AUTO 33012G17KT 10SM OVC033 02/M02 A3021 RMK AO2,,2024-01-02 09:15:00-05:00,1,2024-01-02 12:27:09.336425+00:00,2024-01-02 21:57:04.868334+00:00,True
3912,8777,JYO,2024-01-02 14:35:00+00:00,35.6,28.4,74.8,330.0,14.0,0.0,30.22,,10.0,19.0,OVC,,,,3300.0,,,,,,,,,,,25.8,KJYO 021435Z AUTO 33014G19KT 10SM OVC033 02/M02 A3022 RMK AO2,,2024-01-02 09:35:00-05:00,1,2024-01-02 12:27:09.336425+00:00,2024-01-02 21:57:04.868334+00:00,True
3913,8778,JYO,2024-01-02 14:55:00+00:00,37.4,28.4,69.67,330.0,12.0,0.0,30.22,,10.0,19.0,OVC,,,,3500.0,,,,,,,,,,,28.87,KJYO 021455Z AUTO 33012G19KT 10SM OVC035 03/M02 A3022 RMK AO2,,2024-01-02 09:55:00-05:00,1,2024-01-02 12:27:09.336425+00:00,2024-01-02 21:57:04.868334+00:00,True
3914,8779,JYO,2024-01-02 15:15:00+00:00,37.4,28.4,69.67,350.0,10.0,0.0,30.22,,10.0,,OVC,,,,3500.0,,,,,,,,,,,29.74,KJYO 021515Z AUTO 35010KT 10SM OVC035 03/M02 A3022 RMK AO2,,2024-01-02 10:15:00-05:00,1,2024-01-02 12:27:09.336425+00:00,2024-01-02 21:57:04.868334+00:00,True
3915,8780,JYO,2024-01-02 15:35:00+00:00,37.4,28.4,69.67,350.0,15.0,0.0,30.22,,10.0,22.0,BKN,,,,3500.0,,,,,,,,,,,27.78,KJYO 021535Z AUTO 35015G22KT 10SM BKN035 03/M02 A3022 RMK AO2,,2024-01-02 10:35:00-05:00,1,2024-01-02 12:27:09.336425+00:00,2024-01-02 21:57:04.868334+00:00,True
3916,8781,JYO,2024-01-02 15:55:00+00:00,37.4,28.4,69.67,340.0,15.0,0.0,30.22,,10.0,21.0,BKN,,,,3500.0,,,,,,,,,,,27.78,KJYO 021555Z AUTO 34015G21KT 10SM BKN035 03/M02 A3022 RMK AO2,,2024-01-02 10:55:00-05:00,1,2024-01-02 12:27:09.336425+00:00,2024-01-02 21:57:04.868334+00:00,True
3917,8782,JYO,2024-01-02 16:15:00+00:00,39.2,28.4,64.93,340.0,15.0,0.0,30.21,,10.0,20.0,SCT,,,,3500.0,,,,,,,,,,,30.11,KJYO 021615Z AUTO 34015G20KT 10SM SCT035 04/M02 A3021 RMK AO2,,2024-01-02 11:15:00-05:00,1,2024-01-02 12:27:09.336425+00:00,2024-01-02 21:57:04.868334+00:00,True
3918,8783,JYO,2024-01-02 16:35:00+00:00,41.0,30.2,65.16,320.0,12.0,0.0,30.2,,10.0,17.0,BKN,,,,3500.0,,,,,,,,,,,33.46,KJYO 021635Z AUTO 32012G17KT 10SM BKN035 05/M01 A3020 RMK AO2,,2024-01-02 11:35:00-05:00,1,2024-01-02 12:27:09.336425+00:00,2024-01-02 21:57:04.868334+00:00,True
3919,8784,JYO,2024-01-02 16:55:00+00:00,41.0,30.2,65.16,320.0,14.0,0.0,30.19,,10.0,21.0,SCT,,,,3500.0,,,,,,,,,,,32.76,KJYO 021655Z AUTO 32014G21KT 10SM SCT035 05/M01 A3019 RMK AO2,,2024-01-02 11:55:00-05:00,1,2024-01-02 12:27:09.336425+00:00,2024-01-02 21:57:04.868334+00:00,True
